,overall
165763,5
165765,4
165773,5
165776,1
165782,5
165783,3
165788,5
165789,4
165794,5
165803,5
165804,5
165808,5
165809,5
165812,4
165813,4
165815,5
165822,5
165825,4
165826,3
165829,4
165837,5
165839,5
165841,5
165842,5
165843,5
165844,5
165846,5
165847,3
165848,5
165850,5
165853,5
165855,4
165860,4
165861,4
165862,5
165868,2
165869,4
165874,1
165876,3
165879,5
165881,5
165883,3
165886,5
165889,3
165893,3
165894,5
165899,2
165902,4
165903,5
165904,4
165909,5
165911,1
165916,3
165918,5
165922,4
165924,5
165925,5
165926,5
165927,4
165928,5
165930,5
165932,2
165933,5
165937,4
165939,5
165941,5
165943,5
165944,5
165954,3
165956,5
165957,3
165958,3
165959,5
165962,5
165964,5
165965,5
165968,5
165969,4
165973,5
165975,5
165977,4
165978,3
165981,5
165987,4
165990,2
165991,4
165993,5
165994,5
165998,4
165999,5
166002,4
166004,5
166006,5
166007,4
166008,3
166011,5
166013,1
166015,5
166016,5
166017,5
166020,1
166022,5
166023,1
166024,1
166027,4
166031,5
166033,5
166036,5
166038,5
166041,5
166042,5
166044,5
166045,2
166050,1
166052,4
166053,5
166055,1
166056,4
166059,4
166061,5
166063,5
166067,1
166069,5
166070,4
166071,5
166072,2
166074,2
166077,5
166080,4
166082,5
166083,4
166084,2
166087,4
166088,5
166089,3
166090,4
166091,4
166094,4
166095,4
166096,3
166097,5
166098,5
166101,5
166102,4
166104,5
166105,1
166106,1
166107,4
166109,5
166113,5
166114,5
166115,5
166117,5
166119,4
166120,5
166121,1
166122,5
166123,5
166125,4
166126,5
166133,4
166137,5
166139,5
166140,5
166142,4
166145,5
166148,5
166150,5
166151,5
166153,5
166155,5
166162,5
166165,5
166174,4
166175,5
166177,4
166178,5
166179,5
166188,1
166189,5
166190,3
166192,5
166194,3
166198,2
166201,5
166202,5
166206,5
166207,5
166215,5
166221,5
166223,5
166226,5
166228,5
166232,2
166233,5
166234,5
166235,5
166236,5
166249,5
166250,5
166251,4
166256,5
166258,5
166262,5
166263,5
166264,4
166266,4
166268,5
166275,4
166276,5
166277,4
166283,5
166286,5
166288,5
166290,4
166291,5
166295,5
166301,5
166302,4
166306,5
166309,2
166312,5
166316,5
166317,2
166318,3
166320,5
166321,3
166322,5
166323,5
166324,5
166325,3
166326,5
166329,5
166330,4
166331,5
166332,3
166333,5
166334,5
166335,5
166336,5
166339,5
166340,4
166342,3
166343,5
166345,5
166346,3
166347,5
166349,5
166351,5
166352,4
166353,4
166355,5
166356,5
166357,5
166358,5
166359,5
166360,5
166361,5
166362,4
166363,4
166364,5
166365,5
166366,5
166367,5
166368,4
166369,5
166375,5
166376,3
166378,5
166379,5
166380,4
166381,5
166382,3
166383,4
166384,5
166385,5
166386,4
166387,5
166390,4
166396,3
166398,5
166401,5
166402,5
166405,1
166412,5
166413,4
166416,5
166418,5
166419,5
166424,1
166425,5
166426,5
166441,5
166444,5
166448,3
166449,3
166452,3
166454,4
166455,5
166457,3
166458,5
166459,4
166461,5
166464,4
166465,2
166474,5
166475,2
166478,4
166483,4
166491,5
166493,5
166494,5
166502,5
166507,5
166512,5
166515,5
166516,5
166517,4
166519,5
166520,2
166521,5
166522,5
166524,5
166525,5
166528,5
166529,4
166532,5
166533,3
166535,5
166536,5
166537,5
166538,5
166540,5
166545,4
166546,5
166547,5
166551,5
166553,5
166555,3
166556,5
166558,5
166559,4
166560,5
166562,5
166563,3
166565,5
166567,5
166570,5
166571,3
166572,5
166576,5
166586,5
166587,5
166588,1
166589,3
166592,5
166594,5
166595,2
166596,1
166601,5
166602,5
166603,3
166608,2
166614,5
166615,4
166620,5
166634,1
166637,5
166641,4
166643,5
166644,4
166646,5
166647,5
166662,5
166666,2
166676,1
166677,4
166681,5
166691,5
166696,1
166697,5
166699,5
166701,3
166704,5
166705,5
166706,5
166707,1
166710,1
166715,5
166718,5
166724,5
166732,5
166733,4
166735,1
166738,5
166741,2
166743,2
166746,5
166753,5
166754,5
166758,5
166759,4
166788,4
166790,5
166791,1
166804,2
166805,5
166806,4
166809,5
166815,5
166818,5
166824,4
166827,5
166831,5
166839,5
166843,4
166845,5
166846,5
166854,5
166858,1
166859,5
166863,5
166867,5
166874,5
166877,3
166879,5
166884,2
166888,5
166892,5
166898,5
166908,5
166910,5
166917,5
166920,5
166922,3
166923,5
166924,5
166926,5
166927,5
166928,5
166932,5
166933,5
166942,5
166944,5
166949,5
166950,5
166952,5
166953,5
166961,5
166962,5
166963,3
166965,5
166968,4
166969,5
166978,5
166983,5
166984,5
166985,5
166987,2
166988,5
166989,5
166994,5
166995,5
166998,5
167001,4
167005,5
167006,5
167008,5
167013,4
167018,5
167020,5
167022,5
167025,5
167026,5
167029,5
167030,3
167034,5
167042,5
167056,5
167057,5
167060,5
167066,1
167071,5
167075,5
167077,5
167080,5
167092,5
167094,5
167096,5
167098,5
167101,5
167112,5
167113,5
167114,5
167120,5
167122,5
167134,5
167137,3
167138,5
167140,1
167141,4
167143,5
167146,4
167147,5
167149,4
167150,5
167151,3
167152,4
167154,4
167156,4
167157,3
167159,5
167160,5
167161,5
167163,4
167167,5
167169,5
167170,5
167171,5
167173,5
167176,5
167180,5
167182,5
167184,3
167186,5
167189,5
167191,4
167192,5
167196,5
167197,5
167200,5
167202,5
167203,5
167205,1
167208,5
167210,5
167211,5
167212,5
167214,5
167215,5
167222,5
167225,5
167227,5
167228,5
167229,4
167231,5
167234,5
167235,5
167239,5
167240,5
167241,5
167242,5
167243,5
167244,5
167246,5
167248,1
167249,4
167256,5
167259,5
167261,5
167262,5
167265,5
167266,5
167267,5
167269,3
167270,5
167271,3
167272,5
167273,5
167277,5
167281,5
167282,5
167283,5
167284,5
167285,5
167287,5
167288,4
167289,4
167290,5
167291,5
167292,5
167294,4
167295,5
167296,5
167297,5
167299,5
167301,5
167303,4
167304,5
167305,5
167306,5
167308,5
167309,5
167314,5
167316,5
167317,4
167318,5
167319,3
167324,5
167325,5
167328,5
167329,5
167332,5
167334,5
167335,5
167338,3
167339,5
167341,5
167342,5
167345,5
167346,5
167348,5
167350,3
167351,5
167353,4
167354,5
167355,5
167357,5
167358,3
167360,5
167362,5
167365,5
167366,5
167367,5
167368,5
167369,5
167371,5
167373,5
167375,5
167376,5
167377,1
167378,5
167379,5
167380,5
167381,5
167382,5
167383,5
167384,4
167385,2
167386,5
167387,5
167388,5
167389,5
167391,5
167393,2
167395,5
167396,5
167398,5
167399,5
167400,5
167401,5
167402,4
167403,5
167405,4
167406,5
167407,5
167408,5
167409,5
167411,5
167412,5
167413,5
167414,5
167415,5
167416,5
167418,5
167419,5
167421,4
167422,2
167423,5
167424,5
167425,5
167426,4
167427,5
167428,5
167429,5
167430,2
167432,5
167433,5
167434,5
167435,3
167436,4
167437,5
167438,5
167440,5
167441,5
167442,5
167443,5
167444,5
167445,5
167446,5
167448,5
167451,4
167452,5
167454,5
167457,5
167458,5
167465,4
167466,4
167469,5
167472,5
167475,5
167478,4
167479,5
167480,2
167481,5
167486,4
167487,5
167488,5
167489,1
167491,2
167492,4
167494,4
167496,5
167497,5
167500,4
167501,4
167503,5
167504,4
167505,5
167506,4
167507,4
167508,5
167509,3
167510,5
167511,5
167512,5
167513,1
167514,4
167515,4
167516,4
167517,4
167518,4
167519,4
167520,5
167521,5
167522,3
167523,3
167524,4
167525,5
167526,5
167527,2
167528,4
167529,4
167534,5
167535,5
167536,4
167538,4
167539,3
167542,4
167544,4
167546,5
167547,4
167549,4
167550,5
167551,4
167552,1
167553,5
167554,3
167555,4
167559,2
167560,5
167561,4
167563,3
167565,1
167567,5
167568,5
167572,5
167576,5
167577,5
167578,5
167580,3
167582,5
167584,5
167593,4
167595,4
167597,4
167602,4
167605,4
167607,5
167608,4
167612,1
167615,5
167616,5
167618,1
167620,5
167621,3
167623,2
167624,5
167629,5
167630,5
167643,5
167644,5
167645,5
167647,5
167648,5
167651,4
167652,5
167653,5
167654,5
167656,4
167657,5
167659,4
167662,5
167663,1
167664,5
167665,1
167666,5
167670,3
167672,5
167674,5
167675,4
167680,5
167681,4
167682,5
167683,4
167684,5
167686,3
167689,5
167691,5
167693,4
167694,5
167696,1
167697,5
167698,4
167702,5
167703,5
167704,1
167707,3
167708,3
167712,5
167714,5
167717,5
167719,5
167720,5
167723,5
167724,5
167725,5
167730,5
167731,5
167732,5
167733,2
167734,5
167735,5
167736,5
167737,4
167738,5
167741,4
167744,5
167750,5
167753,5
167755,5
167756,5
167761,5
167764,5
167770,5
167775,5
167778,5
167782,5
167784,5
167788,5
167789,5
167798,5
167799,5
167801,5
167802,5
167806,5
167808,5
167819,5
167820,5
167822,5
167825,5
167827,5
167828,4
167830,3
167832,5
167837,5
167842,5
167843,2
167844,5
167848,5
167849,3
167851,2
167854,5
167856,3
167857,5
167859,5
167860,5
167861,5
167862,5
167863,4
167864,5
167867,4
167868,3
167869,5
167870,5
167871,5
167872,5
167873,5
167878,3
167881,5
167883,2
167885,5
167887,5
167889,4
167890,4
167892,5
167893,5
167894,5
167895,5
167896,5
167900,5
167904,4
167906,4
167907,4
167908,4
167909,5
167910,4
167913,5
167916,5
167921,5
167923,5
167925,5
167927,5
167929,5
167932,5
167938,5
167939,4
167940,3
167953,5
167959,5
167960,3
167963,5
167965,5
167966,5
167968,1
167970,3
167974,5
167976,5
167978,5
167981,5
167982,5
167985,5
167987,5
167988,5
167999,5
168000,3
168005,2
168006,1
168011,4
168016,5
168019,4
168020,2
168024,5
168027,4
168030,5
168031,5
168035,5
168036,4
168037,5
168038,4
168039,5
168040,3
168041,5
168042,3
168045,5
168046,5
168047,5
168048,4
168049,3
168055,5
168056,5
168059,5
168060,5
168062,5
168063,5
168064,5
168065,4
168066,5
168068,5
168069,5
168070,3
168071,3
168072,5
168074,4
168075,5
168076,3
168077,5
168079,2
168082,5
168083,5
168084,5
168085,4
168088,5
168089,5
168091,5
168092,5
168093,5
168094,5
168095,5
168096,4
168097,5
168099,1
168101,3
168105,4
168106,4
168109,5
168110,4
168113,5
168114,5
168115,5
168116,5
168119,1
168122,5
168123,5
168127,5
168131,5
168132,5
168134,5
168135,5
168136,5
168137,5
168139,4
168141,5
168143,4
168144,5
168148,5
168150,5
168152,5
168153,5
168156,5
168160,3
168161,5
168162,4
168164,5
168167,5
168170,3
168172,5
168173,5
168174,4
168175,5
168177,3
168178,5
168179,5
168180,3
168182,5
168184,2
168185,5
168188,5
168193,3
168194,5
168197,5
168198,4
168199,5
168200,5
168201,5
168203,5
168204,5
168205,5
168206,5
168208,5
168211,5
168216,4
168217,5
168218,5
168219,3
168220,3
168222,5
168223,5
168224,5
168225,5
168226,3
168229,5
168230,5
168231,3
168232,5
168234,5
168236,5
168240,5
168245,5
168250,5
168262,5
168264,4
168266,5
168268,5
168269,5
168272,5
168273,5
168275,5
168278,5
168288,5
168289,5
168291,5
168292,5
168295,5
168297,5
168299,4
168303,5
168304,5
168306,3
168307,5
168312,5
168317,4
168320,4
168321,4
168326,5
168327,2
168328,4
168329,5
168330,5
168331,5
168335,5
168338,5
168340,5
168349,5
168352,5
168354,4
168359,1
168360,5
168361,2
168362,3
168363,1
168364,5
168366,5
168370,3
168371,1
168373,5
168375,4
168376,5
168377,4
168379,4
168380,4
168381,3
168382,4
168383,5
168384,5
168385,5
168386,5
168387,5
168388,5
168389,5
168390,5
168391,5
168392,5
168393,4
168394,5
168396,5
168399,5
168400,5
168401,5
168404,5
168406,5
168411,3
168412,4
168414,5
168416,5
168417,5
168418,5
168419,5
168424,5
168425,5
168433,5
168435,5
168436,5
168437,4
168440,5
168442,4
168443,4
168444,5
168447,5
168449,5
168453,5
168456,5
168460,5
168462,5
168463,5
168464,5
168465,4
168468,4
168469,5
168473,4
168476,5
168477,5
168480,5
168483,5
168484,5
168490,5
168491,5
168492,2
168493,3
168495,3
168496,4
168498,5
168499,4
168500,4
168504,5
168506,5
168507,5
168509,5
168511,5
168513,5
168516,5
168522,5
168532,5
168534,5
168536,5
168537,5
168541,5
168549,5
168553,5
168557,5
168561,5
168565,5
168569,5
168572,5
168573,4
168581,5
168588,5
168592,5
168597,5
168600,5
168604,5
168605,5
168607,5
168611,5
168617,5
168619,5
168625,5
168631,5
168634,5
168636,5
168637,5
168638,5
168640,5
168642,5
168644,5
168648,5
168652,5
168653,5
168655,4
168657,5
168658,3
168661,5
168663,5
168671,5
168674,4
168677,5
168681,5
168686,1
168687,4
168688,5
168689,5
168693,5
168694,4
168696,5
168698,4
168699,1
168700,4
168701,5
168702,4
168704,4
168705,2
168707,4
168709,5
168711,5
168715,3
168717,5
168720,4
168723,2
168724,2
168726,5
168727,5
168728,4
168729,4
168730,3
168731,5
168732,4
168733,5
168734,4
168735,4
168736,4
168739,4
168740,4
168741,3
168742,4
168743,5
168744,5
168745,4
168746,5
168747,5
168748,5
168749,3
168750,5
168751,3
168752,5
168755,5
168756,5
168760,3
168764,4
168765,4
168767,5
168769,5
168770,5
168771,5
168773,5
168774,2
168777,3
168781,2
168783,3
168786,5
168787,3
168789,4
168791,5
168800,5
168801,5
168802,5
168803,3
168804,5
168805,5
168806,5
168807,5
168811,5
168812,5
168813,5
168814,5
168815,4
168816,5
168818,2
168820,5
168821,1
168823,4
168824,4
168825,2
168826,5
168827,3
168833,5
168839,4
168842,5
168846,5
168848,5
168849,3
168850,5
168851,4
168855,5
168858,4
168859,5
168860,4
168861,5
168862,5
168864,5
168865,5
168868,4
168882,5
168885,5
168891,5
168898,5
168899,5
168900,5
168903,5
168906,5
168907,5
168908,5
168912,4
168913,5
168921,4
168927,1
168933,5
168934,5
168947,1
168952,4
168953,4
168960,4
168962,5
168963,3
168964,5
168965,5
168966,5
168968,2
168969,5
168970,2
168972,5
168975,5
168978,5
168986,5
168988,5
168990,5
169002,3
169003,4
169004,5
169012,5
169013,3
169014,5
169016,4
169017,4
169022,5
169027,5
169028,5
169031,5
169032,5
169036,2
169037,3
169043,5
169045,5
169046,5
169048,5
169050,5
169051,5
169053,4
169054,4
169055,5
169057,5
169059,5
169061,5
169063,4
169064,5
169066,4
169067,5
169068,5
169069,5
169070,3
169071,5
169072,4
169074,4
169076,4
169077,5
169078,5
169083,4
169084,5
169087,5
169092,5
169096,5
169098,5
169100,5
169101,4
169102,3
169105,4
169107,5
169117,5
169122,5
169123,4
169124,2
169125,5
169129,5
169132,5
169137,5
169140,5
169144,5
169145,2
169147,5
169150,5
169153,4
169156,5
169157,5
169165,5
169170,5
169171,4
169173,3
169174,5
169176,5
169177,5
169180,5
169184,5
169187,3
169188,5
169194,5
169196,4
169199,4
169200,5
169209,5
169210,5
169212,3
169213,5
169214,4
169215,4
169217,5
169218,5
169219,5
169220,5
169221,5
169222,5
169224,5
169225,5
169226,3
169228,5
169230,5
169231,4
169232,5
169233,5
169234,4
169235,5
169237,3
169239,3
169240,5
169242,4
169243,3
169244,5
169245,5
169246,5
169247,5
169249,5
169251,4
169252,5
169254,5
169255,5
169256,4
169257,5
169259,5
169260,4
169261,3
169263,4
169264,5
169268,5
169269,5
169270,5
169278,5
169285,5
169291,5
169295,5
169301,5
169302,5
169304,5
169307,5
169310,5
169311,5
169314,5
169316,5
169317,3
169318,4
169319,5
169320,4
169321,1
169327,5
169329,5
169332,5
169333,5
169334,5
169335,5
169336,5
169339,5
169340,5
169342,5
169343,1
169344,4
169346,5
169347,5
169348,5
169350,4
169351,5
169352,5
169354,3
169355,5
169356,3
169357,5
169358,5
169361,5
169362,3
169366,5
169369,5
169373,5
169375,5
169377,5
169381,5
169383,5
169384,5
169386,2
169389,5
169390,5
169392,5
169394,5
169396,5
169399,4
169401,5
169407,5
169410,5
169412,5
169414,3
169415,4
169419,5
169420,4
169422,5
169425,5
169428,5
169430,4
169433,5
169435,5
169436,3
169437,5
169445,5
169447,5
169449,5
169450,5
169451,5
169453,5
169455,5
169456,5
169457,5
169458,5
169460,5
169461,5
169464,5
169465,5
169466,5
169467,5
169468,5
169469,4
169470,5
169471,4
169472,5
169473,5
169474,5
169475,4
169476,5
169477,5
169479,5
169480,5
169481,5
169483,5
169485,5
169487,4
169490,4
169492,4
169494,5
169496,5
169497,5
169499,5
169500,5
169501,5
169504,1
169506,5
169513,4
169515,3
169516,5
169517,3
169522,3
169523,5
169524,5
169526,5
169527,4
169532,5
169534,4
169537,5
169539,5
169542,5
169545,5
169548,4
169551,2
169554,1
169555,5
169557,3
169566,1
169568,5
169569,5
169570,3
169573,4
169575,5
169576,5
169579,5
169580,1
169585,4
169590,4
169591,5
169592,5
169595,4
169597,5
169599,5
169600,5
169603,3
169604,4
169608,2
169610,5
169617,5
169619,1
169624,5
169625,3
169629,5
169631,5
169637,5
169647,4
169651,3
169654,5
169657,5
169658,5
169661,4
169666,5
169669,5
169675,4
169676,5
169679,5
169681,5
169682,5
169684,4
169693,5
169694,4
169695,1
169698,4
169699,5
169700,5
169703,5
169704,4
169705,5
169708,2
169711,5
169713,5
169723,1
169724,3
169726,1
169733,4
169744,3
169749,4
169750,5
169758,4
169765,5
169768,5
169774,5
169775,5
169776,4
169781,5
169787,5
169788,5
169791,5
169792,5
169793,5
169794,5
169795,4
169796,5
169800,5
169807,4
169811,2
169812,5
169815,5
169826,4
169830,4
169834,5
169835,5
169836,5
169839,4
169841,5
169846,5
169847,5
169849,5
169851,3
169853,5
169854,5
169855,1
169856,5
169859,3
169860,4
169862,5
169863,4
169872,5
169873,1
169876,5
169881,5
169885,5
169889,3
169893,5
169897,4
169898,5
169902,5
169903,5
169904,5
169907,5
169908,5
169911,5
169912,5
169915,4
169917,5
169918,5
169919,4
169920,5
169922,5
169923,5
169925,4
169928,5
169930,5
169931,4
169932,5
169934,5
169935,5
169936,4
169939,4
169946,4
169947,5
169949,5
169950,5
169951,5
169952,5
169953,4
169957,4
169958,5
169964,3
169965,5
169968,4
169973,5
169974,4
169975,5
169977,5
169979,5
169980,3
169981,5
169983,5
169986,4
169987,4
169989,5
169990,4
169991,3
169994,5
169996,4
169997,3
169998,5
170000,5
170003,2
170006,5
170007,4
170008,5
170010,5
170015,5
170016,5
170017,3
170020,4
170022,4
170024,4
170026,4
170028,5
170029,5
170030,5
170033,5
170034,5
170036,5
170037,3
170040,5
170044,5
170046,5
170047,5
170048,5
170049,5
170050,3
170051,5
170052,4
170053,2
170054,5
170055,5
170056,4
170058,5
170060,5
170062,5
170064,1
170065,3
170066,3
170068,5
170069,2
170070,5
170072,5
170073,2
170075,5
170076,5
170077,5
170078,5
170079,2
170082,5
170085,5
170086,5
170089,5
170091,4
170093,5
170094,5
170095,5
170098,2
170100,5
170102,5
170103,5
170108,5
170109,5
170110,5
170114,5
170115,3
170116,5
170118,5
170121,5
170123,3
170129,5
170130,5
170131,4
170133,5
170135,5
170140,5
170141,5
170143,2
170147,2
170148,5
170149,4
170154,5
170155,5
170158,5
170159,5
170163,4
170170,5
170179,5
170182,5
170186,3
170187,2
170189,4
170190,4
170191,5
170193,5
170194,5
170199,5
170204,2
170208,5
170209,5
170213,2
170216,5
170217,4
170221,5
170223,4
170225,5
170226,5
170227,5
170240,5
170246,5
170248,5
170251,3
170253,5
170260,4
170262,5
170264,3
170267,4
170269,3
170272,3
170274,5
170275,5
170278,4
170279,5
170288,5
170290,5
170293,5
170298,4
170304,4
170306,5
170308,4
170310,4
170314,4
170318,5
170319,2
170320,5
170322,5
170335,5
170340,5
170343,4
170346,5
170348,5
170353,3
170356,5
170359,5
170362,2
170365,5
170366,4
170368,4
170372,5
170373,3
170379,5
170382,4
170384,5
170387,5
170392,2
170393,5
170395,5
170396,5
170397,1
170398,5
170399,3
170403,4
170404,4
170405,5
170410,5
170412,1
170416,5
170419,2
170420,4
170424,5
170425,3
170426,4
170427,1
170428,5
170431,5
170434,2
170437,2
170442,5
170445,4
170446,1
170447,4
170450,4
170451,5
170462,1
170463,4
170467,2
170471,5
170474,4
170478,5
170484,4
170485,4
170488,5
170489,5
170490,5
170492,1
170496,4
170498,2
170499,5
170505,5
170511,2
170516,4
170518,5
170520,4
170524,5
170525,4
170528,5
170529,5
170531,3
170534,4
170537,3
170539,4
170544,1
170545,5
170547,5
170548,5
170552,3
170553,4
170558,4
170563,2
170564,5
170568,5
170570,2
170572,5
170573,2
170574,4
170578,2
170579,5
170583,4
170584,5
170587,4
170596,5
170597,3
170602,5
170603,3
170604,5
170606,5
170607,5
170616,5
170619,5
170623,5
170624,3
170625,4
170626,4
170628,5
170632,5
170633,1
170635,5
170636,5
170641,5
170643,5
170644,5
170649,5
170650,4
170658,4
170659,4
170660,3
170662,4
170664,3
170666,5
170667,3
170668,4
170672,2
170673,4
170676,5
170677,4
170680,5
170682,5
170684,5
170685,5
170686,5
170687,5
170688,3
170691,4
170692,4
170698,5
170701,3
170702,5
170707,5
170710,5
170712,5
170717,5
170718,5
170720,5
170727,3
170732,1
170736,1
170747,4
170752,1
170754,5
170757,4
170760,2
170765,5
170768,4
170775,1
170777,5
170782,5
170783,5
170785,5
170788,5
170799,5
170800,5
170801,4
170803,4
170806,4
170808,4
170810,5
170815,5
170817,5
170822,2
170827,5
170828,3
170829,5
170831,5
170832,5
170834,5
170844,4
170855,4
170857,5
170863,5
170865,5
170866,5
170867,5
170869,5
170871,4
170872,5
170874,5
170887,3
170888,5
170889,5
170893,5
170895,5
170898,5
170899,5
170900,5
170902,5
170908,3
170910,1
170917,5
170928,4
170931,4
170932,5
170933,5
170934,1
170935,5
170936,5
170938,2
170939,5
170942,5
170945,5
170947,3
170948,5
170949,5
170950,5
170959,5
170963,5
170965,5
170970,5
170971,5
170972,5
170973,4
170974,4
170976,5
170977,5
170983,5
170984,5
170985,3
170986,2
170990,5
170991,3
170993,5
170994,5
170996,5
170997,5
170998,5
170999,5
171001,4
171002,4
171003,1
171004,4
171006,3
171013,5
171014,1
171017,3
171018,2
171019,4
171020,4
171021,5
171022,5
171024,1
171025,5
171026,3
171029,5
171032,3
171033,4
171035,4
171036,5
171037,5
171040,5
171043,1
171044,4
171047,4
171048,3
171050,5
171051,5
171053,5
171054,1
171056,5
171058,5
171060,1
171061,1
171062,1
171064,5
171065,5
171069,5
171070,5
171072,2
171081,5
171082,4
171083,5
171084,3
171085,1
171086,1
171087,5
171088,5
171089,2
171094,5
171097,4
171098,4
171100,5
171101,5
171102,5
171104,1
171106,5
171107,5
171108,4
171109,4
171111,5
171112,5
171114,4
171115,5
171118,5
171120,5
171128,4
171130,3
171131,5
171132,5
171136,5
171137,5
171139,5
171140,4
171141,4
171142,5
171143,5
171144,5
171146,5
171148,5
171149,5
171152,3
171154,5
171156,5
171158,4
171160,5
171161,5
171162,5
171163,5
171165,5
171167,5
171168,2
171169,5
171170,5
171173,4
171174,1
171175,3
171176,3
171177,4
171179,5
171186,5
171187,5
171188,5
171193,4
171196,5
171201,5
171202,5
171204,4
171213,5
171214,5
171220,5
171221,3
171224,1
171225,5
171227,5
171236,5
171240,5
171243,3
171244,5
171245,2
171247,4
171255,5
171258,4
171262,5
171264,5
171269,5
171272,5
171279,5
171286,5
171297,5
171303,5
171305,5
171306,5
171313,5
171315,4
171316,5
171324,5
171328,5
171329,5
171347,5
171351,5
171352,5
171358,5
171360,5
171364,5
171365,2
171366,5
171368,5
171370,5
171375,5
171380,5
171381,5
171387,5
171389,4
171394,5
171395,5
171401,5
171408,5
171410,5
171415,4
171417,5
171421,5
171423,5
171424,5
171428,5
171430,3
171441,5
171443,5
171450,5
171451,5
171452,4
171454,5
171456,5
171457,5
171459,4
171462,5
171470,3
171473,5
171474,2
171475,3
171476,3
171477,5
171478,4
171479,5
171480,1
171481,3
171483,2
171485,1
171491,5
171500,1
171504,4
171508,5
171510,5
171515,5
171520,5
171525,5
171527,3
171528,3
171529,3
171530,2
171532,5
171534,3
171537,4
171538,5
171541,3
171551,5
171552,3
171553,2
171556,3
171558,4
171562,2
171564,4
171566,5
171570,5
171571,5
171572,1
171574,5
171579,5
171580,5
171583,1
171587,4
171589,5
171591,5
171594,4
171597,5
171601,5
171604,5
171606,4
171608,5
171609,5
171611,5
171612,5
171613,5
171614,5
171616,5
171619,3
171621,5
171626,5
171627,5
171628,5
171630,3
171631,5
171633,5
171634,5
171636,5
171638,4
171639,5
171641,5
171642,5
171644,2
171653,5
171661,5
171662,5
171664,5
171665,5
171666,5
171667,5
171668,5
171669,5
171670,5
171671,5
171672,5
171674,5
171675,5
171677,5
171678,1
171679,4
171680,5
171683,5
171684,5
171686,5
171688,4
171689,5
171690,5
171692,5
171693,4
171694,5
171695,5
171697,1
171699,5
171700,5
171701,5
171702,5
171704,5
171706,4
171707,4
171708,5
171710,5
171711,4
171712,5
171714,4
171715,4
171717,5
171718,5
171719,5
171720,5
171721,5
171722,5
171723,5
171724,5
171725,5
171726,5
171727,5
171729,5
171730,5
171731,5
171732,3
171733,5
171734,5
171735,5
171736,5
171738,5
171739,5
171741,5
171742,5
171746,5
171748,5
171750,5
171752,2
171753,5
171754,5
171755,5
171758,5
171759,5
171760,5
171761,5
171763,5
171768,5
171770,4
171772,1
171777,5
171778,3
171779,4
171780,5
171782,5
171783,5
171785,5
171786,5
171788,5
171791,4
171796,5
171798,5
171800,5
171803,5
171804,4
171805,5
171806,5
171807,5
171808,5
171809,5
171810,4
171811,3
171813,5
171816,4
171818,5
171820,5
171821,5
171822,5
171823,5
171824,3
171826,5
171827,5
171828,5
171829,5
171834,5
171838,5
171841,5
171843,5
171845,5
171848,5
171849,5
171850,5
171851,5
171852,5
171853,4
171854,5
171856,5
171857,4
171859,5
171860,5
171863,5
171874,2
171875,4
171876,1
171877,5
171880,1
171888,1
171897,5
171904,5
171910,5
171913,3
171917,2
171918,4
171920,3
171925,2
171929,5
171932,4
171937,5
171950,5
171953,5
171954,5
171955,5
171956,5
171958,5
171962,5
171963,4
171967,4
171969,5
171972,4
171975,5
171984,5
171985,5
171986,4
171990,5
171992,5
171993,5
171999,3
172002,3
172009,5
172011,4
172013,1
172016,2
172018,5
172020,1
172021,3
172022,4
172024,2
172030,5
172031,4
172032,1
172033,5
172034,3
172036,2
172044,3
172045,3
172052,4
172068,5
172069,5
172072,4
172073,1
172076,4
172079,5
172089,4
172090,2
172091,2
172092,2
172093,5
172094,1
172095,5
172096,5
172099,3
172102,4
172104,3
172106,3
172111,4
172112,5
172115,5
172116,3
172117,4
172122,4
172123,5
172127,4
172128,5
172129,4
172131,5
172132,5
172134,3
172135,5
172138,4
172139,1
172140,5
172141,4
172142,5
172144,5
172145,4
172146,5
172147,5
172148,1
172150,5
172152,5
172156,4
172158,4
172159,3
172160,5
172162,5
172163,3
172165,5
172166,4
172169,5
172170,4
172175,3
172176,4
172180,5
172181,5
172183,3
172186,3
172187,5
172192,5
172193,5
172195,5
172198,5
172200,4
172202,5
172205,5
172207,4
172208,3
172211,5
172215,5
172217,1
172218,5
172220,3
172221,5
172222,5
172223,5
172224,1
172225,5
172228,5
172231,4
172233,3
172250,1
172256,4
172257,3
172260,4
172262,5
172263,5
172264,5
172266,5
172271,4
172272,5
172276,5
172277,4
172280,5
172281,5
172282,4
172283,5
172286,4
172293,5
172294,5
172299,5
172300,5
172301,5
172305,3
172306,5
172309,5
172311,5
172312,5
172313,5
172315,5
172316,4
172317,5
172319,5
172321,5
172323,5
172325,4
172326,1
172332,3
172337,5
172340,5
172341,5
172343,5
172344,5
172345,5
172350,1
172352,5
172359,5
172360,1
172363,5
172367,3
172368,5
172370,5
172374,2
172376,1
172379,2
172382,4
172383,5
172387,5
172404,1
172406,4
172409,4
172410,5
172413,5
172416,5
172421,2
172425,5
172426,5
172427,3
172432,5
172433,5
172436,5
172437,5
172438,5
172439,4
172440,4
172445,5
172446,5
172447,5
172449,5
172450,5
172451,5
172454,5
172455,5
172456,5
172458,4
172466,4
172468,5
172469,5
172471,3
172472,5
172477,5
172478,5
172479,5
172481,4
172482,5
172484,3
